focal_class,scene,cluster
chair,img_0429,4
chair,img_0433,4
chair,img_0434,1
chair,img_0436,4
chair,img_0441,6
chair,img_0459,1
chair,img_0490,0
chair,img_0509,0
chair,img_0511,2
chair,img_0548,5
chair,img_0550,9
chair,img_0551,0
chair,img_0553,0
chair,img_0554,2
chair,img_0555,2
chair,img_0556,1
chair,img_0558,0
chair,img_0568,7
chair,img_0569,0
chair,img_0570,1
chair,img_0571,1
chair,img_0580,0
chair,img_0584,7
chair,img_0613,7
chair,img_0614,7
chair,img_0615,4
chair,img_0620,0
chair,img_0625,2
chair,img_0626,0
chair,img_0627,0
chair,img_0629,0
chair,img_0630,0
chair,img_0634,0
chair,img_0637,0
chair,img_0638,0
chair,img_0639,0
chair,img_0643,8
chair,img_0645,0
chair,img_0650,0
chair,img_0653,8
chair,img_0654,8
chair,img_0655,8
chair,img_0656,8
chair,img_0657,0
chair,img_0658,0
chair,img_0660,0
chair,img_0663,0
chair,img_0665,7
chair,img_0666,0
chair,img_0667,5
chair,img_0668,5
chair,img_0680,8
chair,img_0681,8
chair,img_0690,4
chair,img_0691,4
chair,img_0699,0
chair,img_0700,0
chair,img_0728,3
chair,img_0739,0
chair,img_0767,0
chair,img_0789,4
chair,img_0799,9
chair,img_0804,9
chair,img_0805,0
chair,img_0806,1
chair,img_0811,1
chair,img_0813,0
chair,img_0817,5
chair,img_0819,1
chair,img_0836,1
chair,img_0837,0
chair,img_0841,1
table,0000001-000000000000,8
table,0000001-000000020293,1
table,0000001-000000034188,1
table,0000002-000000033516,1
table,0000003-000000079122,5
table,0000003-000000097687,1
table,0000003-000000100548,5
table,0000003-000000103147,1
table,0000003-000000110532,1
table,0000003-000000113202,2
table,0000004-000000100548,5
table,0000004-000000105238,2
table,0000004-000000110172,1
table,0000004-000000115054,1
table,0000004-000000118008,1
table,0000004-000000120323,4
table,0000004-000000124122,7
table,0000004-000000124850,1
table,0000004-000000126337,2
table,0000004-000000128425,1
table,0000004-000000152206,1
table,0000004-000000175961,5
table,0000005-000000134064,8
table,0000005-000000161970,1
table,0000005-000000178186,1
table,0000005-000000186849,5
table,0000005-000000201096,1
table,0000005-000000203603,1
table,0000005-000000215496,1
table,0000005-000000234612,1
table,0000006-000000167580,4
table,0000007-000000201096,9
table,0000007-000000222560,0
table,0000007-000000234211,4
table,0000007-000000280635,7
table,0000007-000000301644,1
table,0000008-000000234612,8
table,0000008-000000257917,8
table,0000008-000000324721,1
table,0000009-000000302184,5
table,0000010-000000301644,5
table,0000010-000000325312,1
table,0000010-000000374803,5
table,0000012-000000493167,7
table,0000012-000115362999,2
table,0000013-000000406487,1
table,0000014-000000435708,3
table,0000015-000000540857,2
table,0000016-000000648039,5
table,0000017-000000536256,1
table,0000019-000000745897,5
table,0000021-000000670320,1
table,0000022-000000735667,2
table,0000022-000000804384,1
table,0000028-000000904932,4
table,0000032-000001072512,6
table,0000035-000001139544,2
table,0000036-000001173060,8
table,0000036-000001206576,1
table,0000040-000001329447,2
table,0000045-000001608768,1
table,0000058-000002010960,1
table,0000067-000002279088,3
table,0000068-000002308706,2
table,0000075-000112140999,4
table,0000079-000002714796,1
table,0000080-000002647764,1
table,0000082-000003385116,5
table,0000086-000002875992,1
table,0000086-000002940194,1
table,0000088-000834398010,9
table,0000093-000118464996,4
table,0000096-000003184020,2
table,0000100-000003342080,1
table,0000101-000003351600,1
table,0000101-000003373923,2
table,0000103-000003720276,1
table,0000107-000003569895,1
table,0000112-000150593994,9
table,0000115-000003844746,1
table,0000116-000003854340,0
table,0000122-000004122468,2
table,0000139-000004747070,1
table,0000140-000004658724,1
table,0000141-000130634995,8
table,0000143-000005697720,1
table,0000149-000004960368,2
table,0000153-000006345759,5
table,0000154-000005140928,2
table,0000155-000005194980,7
table,0000155-000005400766,6
table,0000155-000006407454,1
table,0000157-000005262012,1
table,0000165-000005621115,1
table,0000167-000005859661,1
table,0000172-000005810775,0
table,0000175-000005863615,2
table,0000175-000005865300,8
table,0000176-000006032880,6
table,0000179-000005984014,2
table,0000180-000006210807,0
table,0000185-000006166944,1
table,0000189-000006470655,1
table,0000191-000006371044,1
table,0000194-000006720057,4
table,0000194-000277289001,1
table,0000196-000006535620,6
table,0000199-000006636168,3
table,0000200-000006725023,2
table,0000205-000006965718,1
table,0000207-000006967430,3
table,0000209-000007007443,1
table,0000211-000007061770,1
table,0000214-000007166040,3
table,0000215-000153727997,0
table,0000218-000007556613,4
table,0000222-000008624218,0
table,0000224-000007474068,3
table,0000232-000007976808,1
table,0000238-000007967214,1
table,0000242-000008094816,1
table,0000249-000008335542,1
table,0000252-000008412516,8
table,0000257-000009987768,0
table,0000260-000010764763,5
table,0000262-000008917323,7
table,0000267-000011127312,9
table,0000277-000009341750,1
table,0000278-000840801025,4
table,0000279-000009350964,1
table,0000287-000009609244,1
table,0000289-000009686796,1
table,0000289-000009906995,2
table,0000295-000009853704,1
table,0000298-000009954252,1
table,0000298-000010255896,5
table,0000299-000009992063,1
table,0000299-000010222380,8
table,0000315-000010546347,2
table,0000315-000012893221,8
table,0000316-000010557540,9
table,0000316-000010581536,1
table,0000319-000010779950,1
table,0000320-000010816095,7
table,0000324-000010838648,2
table,0000327-000010944382,1
table,0000333-000194072006,1
table,0000334-000011456833,1
table,0000340-000011361924,1
table,0000341-000011730600,3
table,0000342-000011432367,2
table,0000349-000011904970,1
table,0000355-000011910270,2
table,0000357-000012300372,1
table,0000359-000012015711,1
table,0000363-000012132792,2
table,0000364-000014617577,1
table,0000372-000844148987,9
table,0000380-000012735679,2
table,0000382-000012805711,1
table,0000386-000012920859,1
table,0000386-000017196068,0
table,0000387-000012946800,1
table,0000391-000013272336,4
table,0000394-000013194111,2
table,0000395-000222791000,1
table,0000396-000013238820,1
table,0000397-000013305852,1
table,0000399-000013356828,1
table,0000418-000013980467,1
table,0000420-000014143752,8
table,0000422-000014110236,4
table,0000427-000014277816,1
table,0000429-000014596317,4
table,0000430-000014378364,4
table,0000431-000014411880,5
table,0000435-000014571658,1
table,0000436-000014612976,1
table,0000437-000019217322,2
table,0000445-000018199188,8
table,0000453-000015390634,1
table,0000454-000015481531,1
table,0000455-000015427707,8
table,0000456-000015249780,8
table,0000456-000015450876,1
table,0000457-000015397777,9
table,0000466-000015618456,2
table,0000467-000015651972,1
table,0000470-000020563450,1
table,0000472-000015819552,1
table,0000477-000016312990,6
table,0000486-000016584376,1
table,0000493-000021081564,1
table,0000497-000016715270,1
table,0000500-000016724484,7
table,0000501-000235651001,1
table,0000504-000016858548,1
table,0000514-000017249047,1
table,0000517-000017314032,2
table,0000523-000017562384,2
table,0000528-000017662932,1
table,0000536-000018299736,1
table,0000541-000018122308,1
table,0000544-000018216648,1
table,0000547-000018299736,2
table,0000547-000018333252,2
table,0000549-000018390342,1
table,0000550-000018528738,1
table,0000550-000022931071,5
table,0000551-000018433800,6
table,0000563-000018835992,1
table,0000563-000018859402,1
table,0000564-000018903024,5
table,0000566-000023126040,1
table,0000568-000019049178,5
table,0000568-000025732599,1
table,0000569-000019179697,1
table,000056_2014-05-14_23-12-27_260595134347_rgbf000171-resize,1
table,0000570-000019083584,2
table,0000571-000019104120,9
table,0000578-000019516598,1
table,000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize,1
table,0000589-000019958877,1
table,0000590-000019980226,4
table,0000595-000019942020,1
table,0000595-000851784973,3
table,0000599-000020277180,1
table,0000602-000020179231,1
table,0000607-000020344212,1
table,000060_2014-04-29_14-37-21_094959634447_rgbf000100-resize,1
table,0000615-000020602746,1
table,0000619-000020754285,3
table,000061_2014-04-29_14-37-44_094959634447_rgbf000100-resize,1
table,0000623-000020846952,2
table,000062_2014-04-29_14-38-23_094959634447_rgbf000050-resize,1
table,0000637-000021339481,1
table,0000638-000021349692,8
table,0000645-000021584304,1
table,0000648-000028942450,1
table,0000658-000022294935,1
table,0000659-000022352311,1
table,0000664-000022287739,2
table,0000666-000022288140,8
table,0000667-000022321656,4
table,0000672-000022506435,1
table,0000684-000022891428,5
table,0000695-000023315084,0
table,0000698-000023360652,1
table,0000698-000023561748,1
table,0000700-000023427684,1
table,0000700-000023461200,1
table,0000703-000023555364,1
table,0000705-000029360016,0
table,0000706-000023988154,4
table,0000707-000031530867,2
table,000070_2014-04-13_23-59-57_094959634447_rgbf000226-resize,2
table,0000719-000024198552,1
table,0000734-000024591224,1
table,0000736-000024902388,1
table,0000739-000024974110,1
table,0000742-000024835356,2
table,0000744-000024912012,1
table,0000745-000025036452,1
table,0000748-000025053912,1
table,0000748-000025060026,1
table,0000750-000025158464,0
table,0000751-000025160305,3
table,0000756-000025324873,1
table,0000762-000025760063,1
table,0000766-000034170946,1
table,0000773-000381813995,1
table,0000776-000026096762,1
table,0000778-000026343576,1
table,000077_2014-05-14_21-31-56_260595134347_rgbf000150-resize,1
table,0000788-000026377092,1
table,000078_2014-05-14_21-32-52_260595134347_rgbf000101-resize,2
table,0000796-000026645220,4
table,0000798-000026742517,1
table,000079_2014-05-14_21-35-51_260595134347_rgbf000172-resize,2
table,0000801-000026835123,2
table,0000804-000026940480,1
table,0000804-000026958954,1
table,0000806-000027004048,1
table,000080_2014-05-14_21-36-38_260595134347_rgbf000132-resize,1
table,0000814-000027248508,1
table,0000820-000027466587,8
table,0000824-000027784764,1
table,000082_2014-05-14_21-38-22_260595134347_rgbf000151-resize,0
table,0000830-000027784764,1
table,0000833-000143778000,1
table,0000836-000027990471,1
table,0000837-000028354536,1
table,0000838-000028195501,1
table,0000848-000028388052,1
table,0000848-000028405512,1
table,0000849-000028522116,1
table,000084_2014-05-14_21-41-23_260595134347_rgbf000151-resize,2
table,0000852-000028563513,1
table,0000859-000038133519,1
table,000085_2014-05-14_21-42-14_260595134347_rgbf000091-resize,2
table,0000860-000028823760,1
table,0000864-000036163764,9
table,0000867-000029045149,1
table,0000875-000029324310,1
table,0000879-000029427048,1
table,0000883-000029592943,2
table,0000884-000029594628,1
table,0000885-000038579944,1
table,000088_2014-05-14_21-45-08_260595134347_rgbf000151-resize,1
table,0000898-000030303154,1
table,000089_2014-05-14_21-46-22_260595134347_rgbf000114-resize,1
table,0000902-000030197916,2
table,0000906-000030466044,7
table,0000911-000030670188,4
table,0000914-000030834720,1
table,0000926-000031025605,1
table,0000929-000031245457,1
table,000092_2014-05-14_21-48-51_260595134347_rgbf000151-resize,1
table,0000932-000031361403,1
table,0000933-000031236912,1
table,0000934-000031303944,6
table,0000938-000151399994,2
table,000093_2014-05-14_21-50-02_260595134347_rgbf000152-resize,1
table,000094_2014-05-14_21-50-54_260595134347_rgbf000151-resize,1
table,0000951-000031840200,1
table,0000955-000031974264,6
table,0000956-000038476368,1
table,0000959-000044685209,9
table,000096_2014-05-14_21-53-57_260595134347_rgbf000152-resize,1
table,0000971-000032527503,2
table,0000975-000032644584,8
table,0000978-000032770846,1
table,0000985-000033385596,4
table,0000988-000033147324,9
table,000098_2014-05-14_21-55-47_260595134347_rgbf000151-resize,1
table,0000992-000033465825,1
table,0000993-000033369734,1
table,0000994-000033281388,1
table,0000998-000033516000,1
table,000099_2014-05-14_21-56-17_260595134347_rgbf000150-resize,1
table,0001000-000149350006,1
table,0001002-000033583032,9
table,0001007-000040353264,1
table,0001018-000034177106,1
table,0001020-000034152804,1
table,0001020-000043135092,1
table,0001022-000034554996,4
table,0001028-000034420932,1
table,0001036-000232634995,1
table,000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize,1
table,0001045-000034990704,8
table,0001045-000035014372,5
table,0001050-000035175744,1
table,0001050-000035286738,1
table,0001071-000035862120,8
table,0001071-000036197280,6
table,0001077-000043135092,1
table,0001078-000036096732,1
table,000107_2014-04-14_00-03-38_094959634447_rgbf000052-resize,8
table,0001081-000046559851,5
table,0001084-000036517225,1
table,0001087-000036401380,1
table,000108_2014-04-14_00-04-29_094959634447_rgbf000114-resize,6
table,0001093-000047994912,5
table,000110_2014-05-14_23-42-23_260595134347_rgbf000075-resize,1
table,0001116-000037406455,1
table,0001116-000037537920,2
table,000111_2014-05-14_23-42-56_260595134347_rgbf000075-resize,1
table,0001124-000037809096,1
table,0001127-000046989432,1
table,0001130-000051332265,5
table,0001131-000037918686,5
table,0001145-000038375820,1
table,0001145-000048923068,2
table,0001177-000039438738,1
table,0001179-000051659391,5
table,0001183-000039917556,1
table,0001186-000039716460,1
table,0001195-000040018104,3
table,0001195-000040152168,1
table,0001198-000040142648,1
table,0001201-000040219200,1
table,0001204-000040489395,1
table,0001210-000040755456,1
table,0001210-000041161308,6
table,0001214-000040670752,2
table,0001218-000041087755,2
table,0001222-000040940496,1
table,0001225-000041224680,1
table,0001231-000041325228,1
table,0001235-000041358744,1
table,0001237-000041654986,1
table,0001249-000042005834,1
table,0001250-000042065125,1
table,0001255-000042052638,1
table,0001256-000042062580,4
table,0001258-000042209151,1
table,0001261-000042230160,8
table,0001274-000042665868,2
table,0001280-000051815736,2
table,0001299-000043570800,4
table,0001305-000043704864,2
table,0001305-000043833318,1
table,0001309-000043838928,9
table,0001309-000044009556,4
table,0001311-000043939476,1
table,0001314-000044290149,1
table,0001314-000055703592,1
table,000131_2014-04-12_16-52-53_094959634447_rgbf000046-resize,1
table,0001320-000044566978,1
table,0001323-000055173234,3
table,0001342-000044944956,1
table,000134_2014-05-20_17-02-34_260595134347_rgbf000101-resize,1
table,0001365-000045739492,5
table,0001374-000046271855,1
table,0001377-000046118016,1
table,0001377-000046141426,1
table,0001379-000058116744,1
table,000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize,1
table,0001382-000046285596,4
table,0001384-000046376550,1
table,0001388-000046486692,1
table,0001393-000046677846,1
table,0001397-000046822524,1
table,0001399-000046989432,1
table,0001399-000047151373,2
table,0001404-000047022948,4
table,0001404-000183552002,2
table,0001406-000047157012,1
table,0001408-000047278874,1
table,0001410-000047453254,1
table,000141_2014-05-20_17-12-29_260595134347_rgbf000050-resize,1
table,0001424-000047693268,2
table,0001425-000047752573,2
table,000142_2014-05-20_17-13-59_260595134347_rgbf000121-resize,1
table,0001441-000048502342,1
table,0001447-000048464136,1
table,0001448-000048507276,1
table,0001449-000048561433,1
table,0001457-000048832812,1
table,0001457-000062818968,1
table,0001464-000049051368,1
table,0001471-000068783213,1
table,0001473-000049335552,8
table,0001487-000049905324,1
table,0001489-000049871808,5
table,000148_2014-05-20_17-21-03_260595134347_rgbf000151-resize,2
table,0001494-000050210016,6
table,000149_2014-05-20_17-21-34_260595134347_rgbf000130-resize,1
table,0001508-000050524456,2
table,000150_2014-05-20_17-22-26_260595134347_rgbf000172-resize,1
table,0001512-000050660136,1
table,000151_2014-05-20_17-24-31_260595134347_rgbf000151-resize,1
table,0001520-000050934472,1
table,0001521-000050944320,1
table,0001525-000051248031,1
table,0001531-000066998532,5
table,0001538-000051768479,1
table,0001538-000065701966,1
table,0001557-000052182727,2
table,0001560-000052251444,1
table,0001562-000052341886,1
table,0001562-000052354118,3
table,0001563-000067805896,1
table,0001570-000052603803,1
table,0001576-000052787700,5
table,0001579-000053022312,1
table,0001584-000053055828,9
table,000158_2014-05-20_17-33-37_260595134347_rgbf000100-resize,1
table,0001597-000053494540,1
table,0001598-000053548626,1
table,0001600-000053720538,1
table,0001618-000054204996,1
table,0001623-000054362952,1
table,0001642-000055033272,3
table,0001650-000055507186,4
table,0001654-000055502496,7
table,0001660-000055971720,1
table,0001693-000056776104,4
table,0001697-000056943684,7
table,0001700-000173009995,6
table,0001727-000058207990,5
table,0001739-000058549591,6
table,0001750-000058653000,1
table,0001751-000058949005,4
table,0001751-000077307165,1
table,0001752-000073835748,1
table,0001754-000058769392,7
table,0001764-000059112630,1
table,0001772-000059457384,7
table,0001772-000074841228,9
table,0001774-000059423868,1
table,0001802-000060388030,1
table,0001803-000077344489,2
table,0001829-000061334280,1
table,0001837-000061754773,1
table,0001837-000061870536,1
table,0001838-000061592466,1
table,0001844-000061870536,1
table,0001852-000062292503,1
table,0001865-000187539993,2
table,0001866-000062531336,8
table,0001872-000062708436,1
table,0001882-000063043596,1
table,0001883-000063375895,6
table,0001886-000083393935,2
table,0001896-000063546336,7
table,0001900-000063678715,2
table,0001906-000063914611,3
table,0001908-000064049076,5
table,0001923-000064451940,3
table,0001945-000065155104,2
table,0001950-000065356200,1
table,0001954-000065791908,1
table,0001964-000065815213,1
table,0001966-000065882350,1
table,0001973-000066093552,3
table,000197_2014-06-02_15-33-51_260595134347_rgbf000021-resize,2
table,0001980-000066696840,1
table,0001982-000066395196,8
table,0001982-000066649583,1
table,0001985-000081355986,2
table,0001988-000066620214,1
table,0001990-000182753998,4
table,0001996-000066877544,1
table,0001998-000067227457,2
table,000199_2014-06-02_15-35-11_260595134347_rgbf000034-resize,2
table,0002016-000067823421,1
table,0002021-000067941622,2
table,0002023-000067792926,1
table,0002024-000085164156,9
table,0002025-000067872026,1
table,0002036-000068382926,2
table,000203_2014-06-02_15-26-14_260595134347_rgbf000108-resize,2
table,0002041-000068372640,0
table,0002048-000068674284,3
table,0002058-000215875000,9
table,0002081-000091015209,2
table,0002091-000070080271,2
table,0002103-000191141998,6
table,0002118-000070976782,1
table,0002120-000071066010,2
table,0002128-000091898083,0
table,0002129-000071422596,1
table,0002134-000071788411,6
table,000213_2014-06-02_15-36-21_260595134347_rgbf000240-resize,5
table,0002145-000072092916,1
table,0002149-000071992368,1
table,0002155-000094232745,1
table,0002178-000072997848,1
table,0002190-000098957374,4
table,0002196-000073802232,1
table,0002196-000097403623,0
table,0002198-000073930657,1
table,0002211-000074079984,1
table,0002215-000074332878,1
table,0002222-000074539584,1
table,0002235-000075203860,1
table,0002241-000075125200,2
table,0002248-000075488318,1
table,0002249-000075411000,2
table,0002253-000075679128,1
table,0002257-000075678727,8
table,0002268-000076269453,1
table,0002272-000076359795,8
table,0002282-000192697998,3
table,0002294-000076889115,3
table,0002296-000077032275,1
table,0002302-000077455476,1
table,0002318-000077991732,1
table,0002322-000077824152,1
table,0002323-000077849866,1
table,0002333-000078293376,1
table,0002335-000078561504,1
table,0002336-000078259860,3
table,0002340-000078393924,5
table,0002353-000078863148,1
table,0002358-000079030728,1
table,0002369-000110343053,8
table,0002384-000079983109,9
table,0002394-000080239903,1
table,0002401-000080471916,3
table,0002412-000080907624,4
table,0002415-000080930929,1
table,0002420-000081434578,1
table,0002426-000081276300,3
table,0002426-000081343536,1
table,0002440-000082080684,1
table,0002446-000082185922,1
table,0002449-000082248264,1
table,0002449-000109664956,2
table,0002459-000082741702,5
table,0002469-000082753130,3
table,0002471-000082885068,7
table,0002478-000083019132,6
table,0002479-000083076316,4
table,0002480-000083119680,1
table,0002484-000083508909,6
table,0002487-000104737500,2
table,000248_2014-06-02_16-07-59_260595134347_rgbf000019-resize,2
table,0002492-000083784361,6
table,0002496-000104000148,9
table,0002501-000083790000,4
table,0002503-000083924268,1
table,0002552-000085536243,9
table,0002554-000085633584,1
table,0002554-000113365512,1
table,0002556-000112245132,5
table,0002557-000085666896,8
table,0002557-000085700412,5
table,0002559-000085733928,1
table,0002565-000085935024,4
table,000256_2014-06-02_14-59-47_260595134347_rgbf000082-resize,1
table,0002570-000086102604,0
table,0002572-000086529010,5
table,000258_2014-06-02_15-15-21_260595134347_rgbf000061-resize,1
table,000259_2014-06-02_15-15-59_260595134347_rgbf000077-resize,1
table,0002602-000087175116,1
table,0002608-000087711372,1
table,000260_2014-06-02_15-21-25_260595134347_rgbf000158-resize,1
table,0002627-000088036938,1
table,0002646-000088649820,0
table,000264_2014-06-02_14-54-29_260595134347_rgbf000033-resize,4
table,0002650-000088898365,9
table,0002654-000089206629,2
table,0002667-000089688816,1
table,0002667-000109362708,5
table,0002672-000089755848,3
table,0002682-000090034262,1
table,0002695-000090305228,1
table,0002701-000090493200,3
table,0002710-000090828360,8
table,0002719-000091096488,1
table,0002725-000116658757,6
