split,stage,scene,classes_present
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_417\76-417a\0016110-000539976276,window|door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_458\76-458a\0000165-000005621115,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_458\76-458a\0000320-000010816095,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_458\76-458a\0000932-000031361403,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_458\76-458a\0001282-000043092003,chair|table|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_458\76-458a\0001531-000051437487,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0000003-000000067032,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0000058-000002010960,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0000294-000009920736,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0000513-000017260740,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0001231-000041325228,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0001456-000048866328,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0001697-000056943684,chair|table|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0001772-000059457384,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0002222-000074539584,chair|table|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0002471-000082885068,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0002848-000095520600,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_459\76-459a\0003177-000106547364,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4kitchen\76-4kitchen1\0000008-000000405240,cabinet|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4kitchen\76-4kitchen1\0001124-000037809096,chair|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4kitchen\76-4kitchen1\0001678-000056376960,table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4lounge\76-4lounge\0000394-000013194111,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4printroom\76-4printroom1\0000977-000032735312,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_4printroom\76-4printroom1\0002164-000072518804,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_studyroom\76-1studyroom1\0000698-000023360652,chair|window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_studyroom\76-1studyroom1\0000884-000029594628,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_76_studyroom\76-1studyroom1\0000976-000032678100,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm3\corridor\0002340-000078393924,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_ec_tam\dorm_ec_tam_oct_30_2012_scan1_erika\0001032-000046415384,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_flr4a\dorm_masseeh_flr4_scan1_oct_26_2012_erika\0005626-000250967808,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_flr4a\dorm_masseeh_flr4_scan1_oct_26_2012_erika\0006626-000295544088,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0000162-000006921989,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0000794-000037388033,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0000887-000041275889,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0001295-000059709689,chair
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0001606-000074289149,chair|table|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0001849-000085483493,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0002322-000107034281,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_sr\dorm_masseeh_sr_scan1_oct_26_2012_erika\0003613-000162938969,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_wm\dorm_masseeh_wm_oct_29_2012_scan1_erika\0002369-000110343053,table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_masseeh_wm\dorm_masseeh_wm_oct_29_2012_scan1_erika\0007157-000317136773,door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_eflr6\dorm_mcc_eflr6_oct_31_2012_scan1_erika\0001179-000051659391,chair|table|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_eflr6\dorm_mcc_eflr6_oct_31_2012_scan1_erika\0002939-000128779707,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_eflr6\dorm_mcc_eflr6_oct_31_2012_scan1_erika\0007889-000346801287,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_eflr6\dorm_mcc_eflr6_oct_31_2012_scan1_erika\0009567-000422044707,shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_flr1\dorm_mcc_flr1_oct_31_2012_scan1_erika\0000766-000034170946,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_flr1\dorm_mcc_flr1_oct_31_2012_scan1_erika\0006636-000304846162,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_flr1\dorm_mcc_flr1_oct_31_2012_scan1_erika\0007179-000327871654,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_nk\dorm_mcc_nk_oct_31_2012_scan1_erika\0000003-000000134064,chair|table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_nk\dorm_mcc_nk_oct_31_2012_scan1_erika\0001578-000072595656,door|cabinet|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_nk\dorm_mcc_nk_oct_31_2012_scan1_erika\0003118-000141940260,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0000003-000000110532,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0001619-000069924360,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0001951-000084637884,door|shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0003424-000149122668,table|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0004618-000200469180,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0005054-000219204624,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wflr7\dorm_mcc_wflr7_oct_31_2012_scan1_erika\0005154-000223360608,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0000130-000005468630,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0002030-000088923470,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0002178-000095827766,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0002271-000100084298,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0002848-000126897098,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0003182-000142180394,chair|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0003590-000160781774,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0004172-000186455030,chair|door|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0004602-000205156958,chair|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0004710-000210083810,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0006111-000272054894,chair|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0006263-000278825126,chair|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_mcc_wph\dorm_mcc_wph_oct_31_2012_scan1_erika\0007393-000329836478,chair|table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_next_536\dorm_next_536_oct_29_2012_scan1_erika\0000598-000025975504,chair|window|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_next_536\dorm_next_536_oct_29_2012_scan1_erika\0001594-000070518268,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_next_552\dorm_next_552_oct_30_2012_scan1_erika\0000515-000023494716,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_sh_basement\dorm_sh_basement_oct_28_2012_scan1_erika\0000437-000019217322,table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_sh_basement\dorm_sh_basement_oct_28_2012_scan1_erika\0002835-000116212626,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_sh_basement\dorm_sh_basement_oct_28_2012_scan1_erika\0003914-000161258130,door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_sh_basement\dorm_sh_basement_oct_28_2012_scan1_erika\0011340-000468666882,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_dorm_sh_flr1\dorm_sh_flr1_oct_28_2012_scan1_erika\0000600-000023595264,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0000556-000023059008,table|window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0004421-000186784668,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0006208-000262564344,shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0006628-000280629468,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0008241-000349504848,shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0009083-000384998292,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0009775-000414257760,table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0010408-000442679328,window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0013005-000558343044,window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_dupont\gym_dupont_nov_1_2012_scan1.erika\0013601-000583848720,window|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_wrestling\gym_wrestling_nov_1_2012_scan1_erika\0001786-000076315932,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_z_squash\gym_z_squash_scan1_oct_26_2012_erika\0000966-000041157648,door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_gym_z_squash\gym_z_squash_scan1_oct_26_2012_erika\0002594-000107955036,box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0000673-000027047412,table|door|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0001295-000053323956,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0001953-000081477396,door|desk|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0004675-000197308692,chair|table|window|shelf|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0004833-000204246504,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0005201-000221105052,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0005400-000230020308,window
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0005962-000254889180,chair|table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0006420-000274630104,cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0007663-000328389768,chair|table|window|cabinet|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0007957-000341326944,chair|table|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0008229-000353258640,chair|table|desk
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0008769-000375580296,chair|window|cabinet|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0009578-000410168808,table
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0010280-000439897500,table|cabinet|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0011534-000493355520,chair|table|window|door|shelf
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0013024-000556265052,chair|table|box
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0013503-000576944424,window|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0013770-000588440412,door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0013944-000595780416,table|door|cabinet
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0014591-000623565180,chair|door
Surv-A,Stage 1 – High-freq (structural/furniture),C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\xtion\sun3ddata\mit_lab_16\lab_16_nov_2_2012_scan1_erika\0015429-000659762460,window
