rank,class,scene_frequency,pct_of_scenes
3865,treesculpture,1,0.01
3866,fiberglasscase,1,0.01
3867,cordlesstelephone,1,0.01
3868,clothdryingstand,1,0.01
3869,woodenplanks,1,0.01
3870,toiletplunger,1,0.01
3871,nailclipper,1,0.01
3872,chargerandwire,1,0.01
3873,stones,1,0.01
3874,dish_rack,1,0.01
3875,cddisc,1,0.01
3876,spoonsets,1,0.01
3877,cansofcatfood,1,0.01
3878,grapefruit,1,0.01
3879,kiwi,1,0.01
3880,handblender,1,0.01
3881,tuboftupperware,1,0.01
3882,shovel,1,0.01
3883,cat_bed,1,0.01
3884,computerdisk,1,0.01
3885,filepad,1,0.01
3886,pingpongracket,1,0.01
3887,pingpongracquet,1,0.01
3888,electrictoothbrushbase,1,0.01
3889,bottleofcontactlenssolution,1,0.01
3890,containerofskincream,1,0.01
3891,doorwindowreflection,1,0.01
3892,ceramicfrog,1,0.01
3893,incensecandle,1,0.01
3894,personalcareliquid,1,0.01
3895,creamtube,1,0.01
3896,backscrubber,1,0.01
3897,medicinetube,1,0.01
3898,lightswitchreflection,1,0.01
3899,doorfacingtrimreflection,1,0.01
3900,showerpipe,1,0.01
3901,facewashcream,1,0.01
3902,showerbase,1,0.01
3903,showerhose,1,0.01
3904,toothpasteholder,1,0.01
3905,conchshell,1,0.01
3906,showertube,1,0.01
3907,bottleoflisterine,1,0.01
3908,bottleofhandwashliquid,1,0.01
3909,fruitplate,1,0.01
3910,oilcontainer,1,0.01
3911,packageofwater,1,0.01
3912,bottleofliquid,1,0.01
3913,doorwayarch,1,0.01
3914,bagel,1,0.01
3915,bananapeel,1,0.01
3916,torch,1,0.01
3917,eggs,1,0.01
3918,orangeplasticcap,1,0.01
3919,glassset,1,0.01
3920,vesselset,1,0.01
3921,mellon,1,0.01
3922,peach,1,0.01
3923,aluminiumfoil,1,0.01
3924,teacoaster,1,0.01
3925,corkscrew,1,0.01
3926,heatingtray,1,0.01
3927,watermelon,1,0.01
3928,corn,1,0.01
3929,hotdogs,1,0.01
3930,vegetable,1,0.01
3931,plasticdish,1,0.01
3932,celery,1,0.01
3933,sifter,1,0.01
3934,surgeprotect,1,0.01
3935,wineaccessory,1,0.01
3936,ornamentalpot,1,0.01
3937,saltandpepper,1,0.01
3938,suger_jar,1,0.01
3939,kitchencontainerplastic,1,0.01
3940,orangejuicer,1,0.01
3941,hamburgerbun,1,0.01
3942,mughanger,1,0.01
3943,bottleofketchup,1,0.01
3944,foodwrappedonatray,1,0.01
3945,kitchenutensils,1,0.01
3946,woodenutensil,1,0.01
3947,bottleofcomet,1,0.01
3948,flaskset,1,0.01
3949,cookingpotcover,1,0.01
3950,garlic,1,0.01
3951,teacannister,1,0.01
3952,clothinghamper,1,0.01
3953,karatebelts,1,0.01
3954,beeper,1,0.01
3955,lifejacket,1,0.01
3956,shoelace,1,0.01
3957,toypyramid,1,0.01
3958,puppytoy,1,0.01
3959,wireboard,1,0.01
3960,quill,1,0.01
3961,lintcomb,1,0.01
3962,toychest,1,0.01
3963,headband,1,0.01
3964,beddingpackage,1,0.01
3965,dollarbill,1,0.01
3966,pig,1,0.01
3967,musickeyboard,1,0.01
3968,microphonestand,1,0.01
3969,kinect,1,0.01
3970,inkwell,1,0.01
3971,toyhorse,1,0.01
3972,toydog,1,0.01
3973,shoehanger,1,0.01
3974,handweight,1,0.01
3975,magicball,1,0.01
3976,bottleofperfume,1,0.01
3977,trinket,1,0.01
3978,handfan,1,0.01
3979,sculptureoftheempirestatebuilding,1,0.01
3980,sculptureofthechryslerbuilding,1,0.01
3981,sculptureoftheeiffeltower,1,0.01
3982,toystroller,1,0.01
3983,shelfframe,1,0.01
3984,cathouse,1,0.01
3985,canofbeer,1,0.01
3986,bracelet,1,0.01
3987,reflectionofwindowshutters,1,0.01
3988,indoorfountain,1,0.01
3989,decorativecandle,1,0.01
3990,minidisplayplatform,1,0.01
3991,vhstapes,1,0.01
3992,packageofbottledwater,1,0.01
3993,goldpiece,1,0.01
3994,wreathe,1,0.01
3995,yellowpepper,1,0.01
3996,duck,1,0.01
3997,eggplant,1,0.01
3998,glassware,1,0.01
3999,torah,1,0.01
4000,hard_drive,1,0.01
4001,electric_panel,1,0.01
4002,coffee_mug,1,0.01
4003,milk_carton,1,0.01
4004,keybooard,1,0.01
4005,snack_supplies,1,0.01
4006,cabin_wal,1,0.01
4007,tele_phone,1,0.01
4008,kuker,1,0.01
4009,stow_fire_control_switch,1,0.01
4010,kichen_cabin,1,0.01
4011,zink,1,0.01
4012,stow,1,0.01
4013,swtich,1,0.01
4014,fdiller,1,0.01
4015,trolley_cart,1,0.01
4016,dry_erase_board,1,0.01
4017,switch_plate,1,0.01
4018,scrap_of_toilet_paper,1,0.01
4019,closet_refection,1,0.01
4020,marker_holder,1,0.01
4021,computer_tower,1,0.01
4022,emergency_plate,1,0.01
4023,photostate_machine,1,0.01
4024,puncher,1,0.01
4025,cardboard_plastic,1,0.01
4026,measuring_tool,1,0.01
4027,glass_board,1,0.01
4028,water_battle,1,0.01
4029,pram,1,0.01
4030,deck,1,0.01
4031,wet_floor_sign,1,0.01
4032,black_tile,1,0.01
4033,ping_pong,1,0.01
4034,wall_socket,1,0.01
4035,display_board,1,0.01
4036,door_side_panel,1,0.01
4037,outlet_porwer,1,0.01
4038,sceneary,1,0.01
4039,office_board,1,0.01
4040,wood_round_tabele,1,0.01
4041,crotans,1,0.01
4042,air_conditioner_sistem,1,0.01
4043,hole_in_the_wall,1,0.01
4044,heating_vent,1,0.01
4045,heating_panel,1,0.01
4046,plastic_sheet,1,0.01
4047,electric_cable,1,0.01
4048,power_strip,1,0.01
4049,system_unit,1,0.01
4050,black_shade,1,0.01
4051,us_map,1,0.01
4052,projector_stand,1,0.01
4053,plastic_case,1,0.01
4054,metal_strip,1,0.01
4055,cable_connector,1,0.01
4056,pincers,1,0.01
4057,wood_strip,1,0.01
4058,rods,1,0.01
4059,notice_board,1,0.01
4060,tubes,1,0.01
4061,battery_handle,1,0.01
4062,window_cill,1,0.01
4063,hole_in_wall,1,0.01
4064,electrical_cord,1,0.01
4065,step_ladder,1,0.01
4066,combuter,1,0.01
4067,capordz,1,0.01
4068,tapistry,1,0.01
4069,boom_box,1,0.01
4070,metal_pieces,1,0.01
4071,containr_lid,1,0.01
4072,steel_board,1,0.01
4073,trafficcone,1,0.01
4074,file_holder,1,0.01
4075,table_decor,1,0.01
4076,coffe_poy,1,0.01
4077,coffe_mug,1,0.01
4078,sbacks,1,0.01
4079,lightswich,1,0.01
4080,fire_extinguisher,1,0.01
4081,drink_dispenser,1,0.01
4082,document_holder,1,0.01
4083,hand_dryer,1,0.01
4084,arm_rest,1,0.01
4085,steel_stand,1,0.01
4086,hand_truck,1,0.01
4087,water_bottle,1,0.01
4088,window_cabin,1,0.01
4089,door_side,1,0.01
4090,trash_receptical,1,0.01
4091,word,1,0.01
4092,electrial_panel,1,0.01
4093,trophy_case,1,0.01
4094,display_case,1,0.01
4095,towell_rade,1,0.01
4096,flash_tank,1,0.01
4097,black_paint,1,0.01
4098,white_paint,1,0.01
4099,basket_whole,1,0.01
4100,tissustand,1,0.01
4101,paper_dispenser,1,0.01
4102,bathroom_stall,1,0.01
4103,right_blackboard,1,0.01
4104,opening_under_table,1,0.01
4105,left_blackboard,1,0.01
4106,moulding_around_blackboard,1,0.01
4107,triangle_opening_in_table,1,0.01
4108,exam_hall,1,0.01
4109,black_bord,1,0.01
4110,overhead_projector,1,0.01
4111,v-guard,1,0.01
4112,mounted_case,1,0.01
4113,v-guard_stand,1,0.01
4114,baseboard_heating_unit,1,0.01
4115,base_cove,1,0.01
4116,end_cap,1,0.01
4117,network_cable,1,0.01
4118,switch_board,1,0.01
4119,wal;l,1,0.01
4120,school_desk,1,0.01
4121,broader,1,0.01
4122,chalk_eraser,1,0.01
4123,bottom_of_white_wall,1,0.01
4124,copat,1,0.01
4125,water_fountain,1,0.01
4126,dark_floor,1,0.01
4127,bass_board,1,0.01
4128,roll_around_tabel,1,0.01
4129,chrome_bench,1,0.01
4130,pavement,1,0.01
4131,glass_cabin,1,0.01
4132,plug_wire_cover,1,0.01
4133,metal_divider,1,0.01
4134,water_handle,1,0.01
4135,wood_csbin,1,0.01
4136,wooden_divider,1,0.01
4137,support_pole,1,0.01
4138,glass_winow,1,0.01
4139,sofa_chair,1,0.01
4140,coke,1,0.01
4141,window_sill,1,0.01
4142,flower_vase,1,0.01
4143,poseter,1,0.01
4144,duplex_electrical_receptacle,1,0.01
4145,becnh,1,0.01
4146,neon_sign,1,0.01
4147,fower_waise,1,0.01
4148,cupboatd,1,0.01
4149,dining_room,1,0.01
4150,flat_screen_tv,1,0.01
4151,walk_way,1,0.01
4152,glass_case,1,0.01
4153,ufi,1,0.01
4154,wooden_cardboard,1,0.01
4155,internet,1,0.01
4156,hvac_unit,1,0.01
4157,bedbench,1,0.01
4158,ceeling,1,0.01
4159,dressingtablebox,1,0.01
4160,senery,1,0.01
4161,bedwithmatress,1,0.01
4162,seinery,1,0.01
4163,senire,1,0.01
4164,fireesexter,1,0.01
4165,firealaram,1,0.01
4166,panter,1,0.01
4167,picturenexttomirror,1,0.01
4168,fourposterbed,1,0.01
4169,pileofbooks,1,0.01
4170,detailtag,1,0.01
4171,floorandwall,1,0.01
4172,cautandbed,1,0.01
4173,amour,1,0.01
4174,dresserset,1,0.01
4175,woodenbedstand,1,0.01
4176,sailboat,1,0.01
4177,storesign,1,0.01
4178,beigecarpet,1,0.01
4179,furniturepiece,1,0.01
4180,catalouge,1,0.01
4181,vanitystool,1,0.01
4182,bouquetindecorativevase,1,0.01
4183,carpetedshowroonfloor,1,0.01
4184,floormirror,1,0.01
4185,reflectionofpeople,1,0.01
4186,showroomdisplaywall,1,0.01
4187,mirrorreflectionofotheritems,1,0.01
4188,storewall,1,0.01
4189,flourscentceilinglight,1,0.01
4190,vanitydresser,1,0.01
4191,pricetag/information,1,0.01
4192,jewelerybox,1,0.01
4193,flowerart,1,0.01
4194,squareart,1,0.01
4195,squarewallart,1,0.01
4196,bedside,1,0.01
4197,vases,1,0.01
4198,carpetrightside,1,0.01
4199,vasewithflowers,1,0.01
4200,storeceiling,1,0.01
4201,beamfloortoceiling,1,0.01
4202,smallpottedplant,1,0.01
4203,showroomfauxwall,1,0.01
4204,7-drawerdresser,1,0.01
4205,pricetag/info,1,0.01
4206,decorativebottle,1,0.01
4207,ottaman,1,0.01
4208,tedybeer,1,0.01
4209,galsswindow,1,0.01
4210,cordprotector,1,0.01
4211,plasticscreen,1,0.01
4212,windowchair,1,0.01
4213,woodenwindowrod,1,0.01
4214,woodenmold,1,0.01
4215,accessoriebag,1,0.01
4216,licquidbottle,1,0.01
4217,facet,1,0.01
4218,mob,1,0.01
4219,cutbord,1,0.01
4220,presurecooker,1,0.01
4221,cupbord,1,0.01
4222,foodbag,1,0.01
4223,elctricstoveventhood,1,0.01
4224,cuttingboards,1,0.01
4225,platestand,1,0.01
4226,glasscabinet,1,0.01
4227,plantdecoration,1,0.01
4228,shaker,1,0.01
4229,walltop,1,0.01
4230,paperplates,1,0.01
4231,ox,1,0.01
4232,baseofwall,1,0.01
4233,shelfbooks,1,0.01
4234,electronicdevicerequireacpower,1,0.01
4235,ooks,1,0.01
4236,ceieling,1,0.01
4237,bookcases,1,0.01
4238,floo,1,0.01
4239,olderscreenprojector,1,0.01
4240,oulet,1,0.01
4241,screenprojector,1,0.01
4242,editor'sdesk,1,0.01
4243,leftshutter,1,0.01
4244,leftwood,1,0.01
4245,rightwood,1,0.01
4246,rightshutter,1,0.01
4247,chairontheright,1,0.01
4248,moreindexcards,1,0.01
4249,informationalpapers,1,0.01
4250,metalfooting,1,0.01
4251,glasspane,1,0.01
4252,thinginsidedisplayboard,1,0.01
4253,spraycan,1,0.01
4254,lampplug,1,0.01
4255,polandspringscardboardbox,1,0.01
4256,cat5outlet,1,0.01
4257,kleenexbox,1,0.01
4258,greenfile,1,0.01
4259,blacktable,1,0.01
4260,coverbag,1,0.01
4261,shalk,1,0.01
4262,metronome,1,0.01
4263,pianobook,1,0.01
4264,plantshadow,1,0.01
4265,tamler,1,0.01
4266,papersculpture,1,0.01
4267,cofeemachine,1,0.01
4268,flour,1,0.01
4269,starcase,1,0.01
4270,couboarde,1,0.01
4271,chess,1,0.01
4272,handcream,1,0.01
4273,toytiger,1,0.01
4274,unknowmthing,1,0.01
4275,miscbox,1,0.01
4276,papershelf,1,0.01
4277,emptypicture,1,0.01
4278,bicyclehandle,1,0.01
4279,telephone(wireless),1,0.01
4280,fridge(small),1,0.01
4281,movieposter,1,0.01
4282,knickknacks,1,0.01
4283,notesonwall,1,0.01
4284,chairandtop,1,0.01
4285,swtichboard,1,0.01
4286,pillowandcloth,1,0.01
4287,desktabletop,1,0.01
4288,tallwall,1,0.01
4289,writingpen,1,0.01
4290,benchseats,1,0.01
4291,wallvent,1,0.01
4292,officechairback,1,0.01
4293,benchcushions,1,0.01
4294,temperaturecontrolswitch,1,0.01
4295,redstuff,1,0.01
4296,whitethingonwall,1,0.01
4297,footballtable,1,0.01
4298,picutre,1,0.01
4299,ceilingbeam,1,0.01
4300,cupshelf,1,0.01
4301,instructionsheet,1,0.01
4302,bullentinbroad,1,0.01
4303,themostat,1,0.01
4304,papercopier,1,0.01
4305,informationpamphlet,1,0.01
4306,informationpamphelt,1,0.01
4307,rheamofpaper,1,0.01
4308,boxesofpaper,1,0.01
4309,partofthesidewall,1,0.01
4310,printertablewithshelves,1,0.01
4311,tabeltop,1,0.01
4312,sheetsofpaper,1,0.01
4313,paperrheams,1,0.01
4314,printedsheetsofpaper,1,0.01
4315,printedsheetofpaper,1,0.01
4316,blankwhitepaper,1,0.01
4317,blankcoloredpaper,1,0.01
4318,wireoutlet,1,0.01
4319,blankyellowpaper,1,0.01
4320,loosepapers,1,0.01
4321,copyingmachine,1,0.01
4322,dorr,1,0.01
4323,bathingtub,1,0.01
4324,bedsidelamp,1,0.01
4325,electricrazor,1,0.01
4326,doorlockfitting,1,0.01
4327,backbord,1,0.01
4328,cradel,1,0.01
4329,toiletroll,1,0.01
4330,countersurround,1,0.01
4331,tilewallbase,1,0.01
4332,lotions,1,0.01
4333,pictureframemat,1,0.01
4334,shelfstand,1,0.01
4335,bathtubcandledecor,1,0.01
4336,classware,1,0.01
4337,smallpictureframe,1,0.01
4338,stackedbooks,1,0.01
4339,asscesorybag,1,0.01
4340,canopy,1,0.01
4341,doorcover,1,0.01
4342,decorativelampshade,1,0.01
4343,woodenminitale,1,0.01
4344,waterpot,1,0.01
4345,bathroommat,1,0.01
4346,ceilingwoodrod,1,0.01
4347,showercurtains/bathroom,1,0.01
4348,hookrack,1,0.01
4349,bathroomstand,1,0.01
4350,wall/curtains,1,0.01
4351,darkfloor,1,0.01
4352,lightfloor,1,0.01
4353,tallcloset,1,0.01
4354,pillowdisplayracks,1,0.01
4355,windowcloth,1,0.01
4356,woodenbed,1,0.01
4357,ceilingsign,1,0.01
4358,informationbooth,1,0.01
4359,ligtbilb,1,0.01
4360,forniture,1,0.01
4361,catalog,1,0.01
4362,storefloor,1,0.01
4363,ventilationduct,1,0.01
4364,miniroom,1,0.01
4365,storeinfobanner,1,0.01
4366,cabnit,1,0.01
4367,hatstand,1,0.01
4368,displayroomwalls,1,0.01
4369,storagebasket,1,0.01
4370,foammattress,1,0.01
4371,informationcolumn,1,0.01
4372,longsheet,1,0.01
4373,singledrawer,1,0.01
4374,beb,1,0.01
4375,pricestandbase,1,0.01
4376,pricestandpole,1,0.01
4377,smallfurniture,1,0.01
4378,(washingmachine)?,1,0.01
4379,topshelf,1,0.01
4380,middlerightshelf,1,0.01
4381,bottomrightshelf,1,0.01
4382,middleshelf,1,0.01
4383,lowerrightshelf,1,0.01
4384,podeium,1,0.01
4385,shelvingcubby,1,0.01
4386,bunkbedladder,1,0.01
4387,meshtoyholder,1,0.01
4388,wallshelving,1,0.01
4389,flags,1,0.01
4390,toybasket,1,0.01
4391,petpillow,1,0.01
4392,toytunnel,1,0.01
4393,bedtags,1,0.01
4394,awning,1,0.01
4395,littlekid,1,0.01
4396,outdoortoyhouseawning,1,0.01
4397,cabinetstablesdressers,1,0.01
4398,dolls,1,0.01
4399,chsir,1,0.01
4400,pottre,1,0.01
4401,kitchencabinets/drawers,1,0.01
4402,airevoprater,1,0.01
4403,hdtv,1,0.01
4404,glassservingbowls,1,0.01
4405,skillet,1,0.01
4406,bx,1,0.01
4407,chit,1,0.01
4408,spidespace,1,0.01
4409,cofeemaker,1,0.01
4410,oxtype,1,0.01
4411,spce,1,0.01
4412,fancybin,1,0.01
4413,informationlisting,1,0.01
4414,widescreentv,1,0.01
4415,atoman,1,0.01
4416,pricetsg,1,0.01
4417,rackslab,1,0.01
4418,storagearea,1,0.01
4419,bagforfood,1,0.01
4420,curtainhanger,1,0.01
4421,foldupbacking,1,0.01
4422,pillowpile,1,0.01
4423,sigm,1,0.01
4424,blankey,1,0.01
4425,customerservicestation,1,0.01
4426,endcapproductdisplayshelf,1,0.01
4427,arrow,1,0.01
4428,couchback,1,0.01
4429,advertising,1,0.01
4430,chineselight,1,0.01
4431,fatguy,1,0.01
4432,airexhaust,1,0.01
4433,humanbody,1,0.01
4434,chairleegs,1,0.01
4435,wickerchair,1,0.01
4436,basketw/cushions,1,0.01
4437,hangingfabric,1,0.01
4438,graysofa,1,0.01
4439,pinksofa,1,0.01
4440,redsofa,1,0.01
4441,enternewotbsdafjectname,1,0.01
4442,greenchair,1,0.01
4443,leftshelfsupport,1,0.01
4444,farrightshelfsupport,1,0.01
4445,rightshelfsupport,1,0.01
4446,grasschair,1,0.01
4447,topfloor,1,0.01
4448,heatingduct,1,0.01
4449,ikeamembershipmachine,1,0.01
4450,fabricscraps,1,0.01
4451,ceilingducts,1,0.01
4452,ceilingduct,1,0.01
4453,bookshelp,1,0.01
4454,sorter,1,0.01
4455,storgebox,1,0.01
4456,stero,1,0.01
4457,heels,1,0.01
4458,pumps,1,0.01
4459,wallorganizer,1,0.01
4460,"bed,comforter",1,0.01
4461,"art,sculpture",1,0.01
4462,"table,kitchen",1,0.01
4463,photes,1,0.01
4464,writingbord,1,0.01
4465,theatreseating,1,0.01
4466,rowofseats,1,0.01
4467,airholewood,1,0.01
4468,sideofdesk,1,0.01
4469,bluesheet,1,0.01
4470,playwood,1,0.01
4471,wheeledcart,1,0.01
4472,dustet,1,0.01
4473,handicapbutton,1,0.01
4474,mediastand,1,0.01
4475,messengerbag,1,0.01
4476,wallsepartor,1,0.01
4477,myke,1,0.01
4478,speechdesk,1,0.01
4479,designmat,1,0.01
4480,elecrtricwires,1,0.01
4481,dimmer,1,0.01
4482,scenerees,1,0.01
4483,floorcircle,1,0.01
4484,electricityoutlet,1,0.01
4485,randomboxes,1,0.01
4486,randomblacksquare,1,0.01
4487,redthing,1,0.01
4488,wipeboard,1,0.01
4489,wallmountedscreen,1,0.01
4490,trashcanlabel,1,0.01
4491,electronicscord,1,0.01
4492,recessedwall,1,0.01
4493,outletaccess,1,0.01
4494,multiplesockets,1,0.01
4495,dent,1,0.01
4496,holderforwhiteboardmarkers,1,0.01
4497,trashontable,1,0.01
4498,2chairs,1,0.01
4499,yellowstand,1,0.01
4500,objectonfloor,1,0.01
4501,largepresentationtablet,1,0.01
4502,conferancecallphone,1,0.01
4503,electricwires,1,0.01
4504,maindoor,1,0.01
4505,cabelmodem,1,0.01
4506,screennet,1,0.01
4507,brownscreen,1,0.01
4508,barsoap,1,0.01
4509,toiletlid,1,0.01
4510,doorknobhole,1,0.01
4511,showerhandle,1,0.01
4512,moredishes,1,0.01
4513,oven/stove,1,0.01
4514,papasanchair,1,0.01
4515,entertainmentcabinet,1,0.01
4516,brandname,1,0.01
4517,utensiles,1,0.01
4518,grocerylist,1,0.01
4519,cookingspray,1,0.01
4520,vegetableoil,1,0.01
4521,garbagedisposal,1,0.01
4522,goyaseasoning,1,0.01
4523,sandwichmaker,1,0.01
4524,plastictrays,1,0.01
4525,oliveoil,1,0.01
4526,zinc,1,0.01
4527,tiledarea,1,0.01
4528,refrigeration,1,0.01
4529,topcupboards,1,0.01
4530,topwall,1,0.01
4531,canisters,1,0.01
4532,plateware,1,0.01
4533,cutlery,1,0.01
4534,watersoftenersystem,1,0.01
4535,beveragemachine,1,0.01
4536,cupboardanddrawer,1,0.01
4537,rodenttrap,1,0.01
4538,shelvingspace,1,0.01
4539,papernapkin,1,0.01
4540,pintglass,1,0.01
4541,papertoweldipenser,1,0.01
4542,purplevase,1,0.01
4543,take-outcontainers,1,0.01
4544,coffeemarker,1,0.01
4545,mugs,1,0.01
4546,loafofbread,1,0.01
4547,colinder,1,0.01
4548,outlett,1,0.01
4549,dishgloves,1,0.01
4550,rotarytelephone,1,0.01
4551,audiovideounit,1,0.01
4552,tableandcloth,1,0.01
4553,digitalphotoframe,1,0.01
4554,speker,1,0.01
4555,wallfolderbin,1,0.01
4556,woodenslot,1,0.01
4557,loveseats,1,0.01
4558,armchairs,1,0.01
4559,woodpost,1,0.01
4560,duspin,1,0.01
4561,3seatersofa,1,0.01
4562,electricswitches,1,0.01
4563,pitcherofwater,1,0.01
4564,leftdoor,1,0.01
4565,rightdoor,1,0.01
4566,mainswitch,1,0.01
4567,elevatorbuttons,1,0.01
4568,tealchair,1,0.01
4569,illustration,1,0.01
4570,mailslots,1,0.01
4571,flowers/vase,1,0.01
4572,mandmdoll,1,0.01
4573,photosandpictures,1,0.01
4574,steep,1,0.01
4575,concreatfloor,1,0.01
4576,woodenholewall,1,0.01
4577,dinnertable,1,0.01
4578,kidsroom,1,0.01
4579,benchbase,1,0.01
4580,adcopy,1,0.01
4581,woodendivider,1,0.01
4582,cashmachine,1,0.01
4583,df,1,0.01
4584,tablepipe,1,0.01
4585,iceteamachine,1,0.01
4586,cashregister,1,0.01
4587,checkoutcounter,1,0.01
4588,displayracks,1,0.01
4589,squarepillar,1,0.01
4590,framedimage,1,0.01
4591,posture,1,0.01
4592,pictureframewall,1,0.01
4593,wheelchar,1,0.01
4594,utilitybox,1,0.01
4595,controlpannel,1,0.01
4596,gokart,1,0.01
4597,floorelectricalsocket,1,0.01
4598,dord,1,0.01
4599,sterringwheel,1,0.01
4600,redmatwall,1,0.01
4601,electricplugpanle,1,0.01
4602,filehanger,1,0.01
4603,flooraccesspanel,1,0.01
4604,wallbeam,1,0.01
4605,plugpanel,1,0.01
4606,waterflow,1,0.01
4607,smalltables,1,0.01
4608,flood,1,0.01
4609,concreteoutsidewall,1,0.01
4610,plantornamint,1,0.01
4611,pedastool,1,0.01
4612,feathers,1,0.01
4613,woodenbord,1,0.01
4614,groundoutside,1,0.01
4615,tableslegs,1,0.01
4616,doorhandles,1,0.01
4617,fairalarm,1,0.01
4618,roompartition,1,0.01
4619,supportplate,1,0.01
4620,whiteboardwall,1,0.01
4621,wastepaperbasket,1,0.01
4622,woodteepo,1,0.01
4623,trayofobjects,1,0.01
4624,dryeraseboardpen,1,0.01
4625,firstaid,1,0.01
4626,posters',1,0.01
4627,cigarettes,1,0.01
4628,cauldron,1,0.01
4629,puzzle,1,0.01
4630,loungechairs,1,0.01
4631,pumpkinbasket,1,0.01
4632,whiteboardtrim,1,0.01
4633,painostand,1,0.01
4634,middlewall,1,0.01
4635,ccvcamera,1,0.01
4636,picturephoto,1,0.01
4637,fireestingusiher,1,0.01
4638,nosmokingsign,1,0.01
4639,leftwalloutlet,1,0.01
4640,backwallmolding,1,0.01
4641,rightmiddlechair,1,0.01
4642,backwalloutlet,1,0.01
4643,leftwallmolding,1,0.01
4644,leftmiddlechair,1,0.01
4645,pianokeys,1,0.01
4646,binderofpapers,1,0.01
4647,bakingsheet,1,0.01
4648,outletcord,1,0.01
4649,groupofbooks,1,0.01
4650,walllable,1,0.01
4651,laserprinter,1,0.01
4652,interdepartmentalmail,1,0.01
4653,elevatorwall,1,0.01
4654,elevatorcontrol,1,0.01
4655,elevatorfloor,1,0.01
4656,otherdoor,1,0.01
4657,pamphletrack,1,0.01
4658,smallbag,1,0.01
4659,packages,1,0.01
4660,threebottles,1,0.01
4661,systemdisplaymonitor,1,0.01
4662,booksandpaper,1,0.01
4663,ststemdisplatmonitor,1,0.01
4664,bluebuilding,1,0.01
4665,rosebuilding,1,0.01
4666,yellowbuilding,1,0.01
4667,blackpad,1,0.01
4668,orangejuice,1,0.01
4669,ventalation,1,0.01
4670,discoball,1,0.01
4671,eggcarton,1,0.01
4672,magneticclip,1,0.01
4673,sheetmusic,1,0.01
4674,pencil/penholder,1,0.01
4675,switchcover,1,0.01
4676,filecabnets,1,0.01
4677,wickerbaskets,1,0.01
4678,eggcrate,1,0.01
4679,papersorter,1,0.01
4680,lightwoodwall,1,0.01
4681,redfloor,1,0.01
4682,bluefloor,1,0.01
4683,rollingcomputerchair,1,0.01
4684,sportbag,1,0.01
4685,dongle,1,0.01
4686,plasticwheel,1,0.01
4687,plasticdoor,1,0.01
4688,takeoutbox,1,0.01
4689,bagofcookies,1,0.01
4690,deskspeaker,1,0.01
4691,uncertain,1,0.01
4692,deskprotector,1,0.01
4693,napkinroll,1,0.01
4694,o,1,0.01
4695,flatwear,1,0.01
4696,paperclipholder,1,0.01
4697,ipodcharger,1,0.01
4698,expandofile,1,0.01
4699,orginizer,1,0.01
4700,flatscreenmonitor,1,0.01
4701,cctcamera,1,0.01
4702,ecg,1,0.01
4703,bookshelfe,1,0.01
4704,rosette,1,0.01
4705,secondbookshelfe,1,0.01
4706,converter,1,0.01
4707,filecabient,1,0.01
4708,woodfinish,1,0.01
4709,irondoor,1,0.01
4710,reciever,1,0.01
4711,woodencomputercabin,1,0.01
4712,plasticstand,1,0.01
4713,humanheadsculptur,1,0.01
4714,copingmachine,1,0.01
4715,foamboard,1,0.01
4716,graything,1,0.01
4717,cushionsofas,1,0.01
4718,translucentshelf,1,0.01
4719,scotchtape,1,0.01
4720,cubicledesk,1,0.01
4721,folduphammok,1,0.01
4722,elecrticalwire,1,0.01
4723,waterbowl,1,0.01
4724,powerextensioncable,1,0.01
4725,cabinetinside,1,0.01
4726,printerwire,1,0.01
4727,fullcabinet,1,0.01
4728,cabinetcompartment,1,0.01
4729,thermostat/airconditioning,1,0.01
4730,wardobe,1,0.01
4731,refusebin,1,0.01
4732,weelchair,1,0.01
4733,whealchair,1,0.01
4734,printer/copier/scanner,1,0.01
4735,penmarker,1,0.01
4736,paperpack,1,0.01
4737,elevatpr,1,0.01
4738,entryway,1,0.01
4739,foodbasket,1,0.01
4740,switchpanel,1,0.01
4741,miscboxes,1,0.01
4742,concretecollum,1,0.01
4743,circuitbox,1,0.01
4744,"pileofbooks,papers,miscellaneous",1,0.01
4745,boxwithpaperandwires,1,0.01
4746,smallwheeledfilecabinet,1,0.01
4747,sittingchair,1,0.01
4748,floormatdesign,1,0.01
4749,backlesscouch,1,0.01
4750,pzaper,1,0.01
4751,backlesssquarecouch,1,0.01
4752,post-its,1,0.01
4753,papertamler,1,0.01
4754,sittingtable,1,0.01
4755,polytheencover,1,0.01
4756,chalkpieces,1,0.01
4757,fabricationchannel,1,0.01
4758,comutermonitor,1,0.01
4759,reamsofpaper,1,0.01
4760,speakerset,1,0.01
4761,sanitizerdispenser,1,0.01
4762,roomsprybottle,1,0.01
4763,metalhangers,1,0.01
4764,measuringtape,1,0.01
4765,babypicture,1,0.01
4766,extensionchord,1,0.01
4767,bottledbeverage,1,0.01
4768,desktopkeyboard,1,0.01
4769,blackandwhitephoto,1,0.01
4770,desktopmouse,1,0.01
4771,computerbag,1,0.01
4772,magazinebox,1,0.01
4773,computercases,1,0.01
4774,placards,1,0.01
4775,robot,1,0.01
4776,extension/power/electricalcord,1,0.01
4777,wallhangingfile,1,0.01
4778,paperplate,1,0.01
