stage,scene_type,scene,classes_present,split
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003259_2014-05-14_15-40-42_094959634447_rgbf000101-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003260_2014-05-14_15-41-18_094959634447_rgbf000100-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003261_2014-05-14_15-41-51_094959634447_rgbf000100-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003262_2014-05-14_15-42-45_094959634447_rgbf000100-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003263_2014-05-14_15-50-17_094959634447_rgbf000101-resize,chair|table|desk|monitor|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003264_2014-05-14_15-50-39_094959634447_rgbf000100-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003265_2014-05-14_15-51-10_094959634447_rgbf000101-resize,chair|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003266_2014-05-14_15-51-31_094959634447_rgbf000100-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003267_2014-05-14_15-51-58_094959634447_rgbf000100-resize,chair|table|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003268_2014-05-14_15-52-26_094959634447_rgbf000100-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003269_2014-05-14_15-52-50_094959634447_rgbf000101-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003270_2014-05-14_15-53-34_094959634447_rgbf000025-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003271_2014-05-14_15-53-46_094959634447_rgbf001771-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003272_2014-05-14_15-57-28_094959634447_rgbf001031-resize,chair|table|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003273_2014-05-14_16-09-31_094959634447_rgbf000100-resize,chair|table|door|desk|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003274_2014-05-14_16-09-52_094959634447_rgbf000100-resize,chair|door|desk|paper|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003275_2014-05-14_16-10-31_094959634447_rgbf000100-resize,chair|table|window|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003276_2014-05-14_16-11-00_094959634447_rgbf000101-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003277_2014-05-14_16-11-27_094959634447_rgbf000101-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003278_2014-05-14_16-11-55_094959634447_rgbf000101-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003279_2014-05-14_16-12-25_094959634447_rgbf000101-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003280_2014-05-14_16-13-18_094959634447_rgbf001198-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003281_2014-05-14_16-16-10_094959634447_rgbf000132-resize,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003283_2014-05-14_16-19-37_094959634447_rgbf000034-resize,chair|table|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003284_2014-05-14_16-22-02_094959634447_rgbf000584-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003336_2014-05-20_10-56-35_094959634447_rgbf000102-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003339_2014-05-20_11-01-52_094959634447_rgbf000051-resize,chair|door|monitor|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003340_2014-05-20_11-02-40_094959634447_rgbf000944-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003341_2014-05-20_11-06-21_094959634447_rgbf003977-resize,chair|window|desk|box|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003342_2014-05-20_11-18-53_094959634447_rgbf000101-resize,chair|table|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003343_2014-05-20_11-19-14_094959634447_rgbf000065-resize,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003344_2014-05-20_11-19-39_094959634447_rgbf000697-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003345_2014-05-20_11-21-52_094959634447_rgbf003214-resize,chair|table|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003346_2014-05-20_11-29-13_094959634447_rgbf000100-resize,chair|window|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003347_2014-05-20_11-29-33_094959634447_rgbf000100-resize,chair|desk|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003348_2014-05-20_11-29-54_094959634447_rgbf000100-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003349_2014-05-20_11-30-21_094959634447_rgbf000100-resize,chair|table|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003350_2014-05-20_11-30-44_094959634447_rgbf000101-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003351_2014-05-20_11-38-25_094959634447_rgbf000027-resize,chair|table|window|desk|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003352_2014-05-20_11-39-06_094959634447_rgbf003498-resize,chair|table|door|desk|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003353_2014-05-20_11-45-17_094959634447_rgbf000101-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003354_2014-05-20_11-45-39_094959634447_rgbf000101-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003387_2014-05-20_15-13-15_094959634447_rgbf002106-resize,chair|window|desk|box|curtain|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003388_2014-05-20_15-22-22_094959634447_rgbf002280-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003389_2014-05-20_15-26-22_094959634447_rgbf000100-resize,chair|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003390_2014-05-20_15-26-40_094959634447_rgbf000100-resize,chair|window|cabinet|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003391_2014-05-20_15-27-03_094959634447_rgbf000101-resize,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003392_2014-05-20_15-31-40_094959634447_rgbf000121-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003393_2014-05-20_15-32-05_094959634447_rgbf004014-resize,chair|table|bag,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003394_2014-05-20_15-38-57_094959634447_rgbf000101-resize,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003395_2014-05-20_15-39-18_094959634447_rgbf000101-resize,chair|window|desk|curtain|keyboard,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003396_2014-05-20_15-39-39_094959634447_rgbf000100-resize,chair|window|cabinet|lamp|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003397_2014-05-20_15-39-59_094959634447_rgbf000100-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003398_2014-05-20_15-55-41_094959634447_rgbf000100-resize,chair|desk|lamp|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003399_2014-05-20_15-56-00_094959634447_rgbf000100-resize,chair|table|door|box|paper|monitor|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003400_2014-05-20_15-56-23_094959634447_rgbf000100-resize,chair|window|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003401_2014-05-20_15-56-48_094959634447_rgbf002645-resize,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003402_2014-05-20_16-02-32_094959634447_rgbf000657-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003403_2014-05-20_16-03-54_094959634447_rgbf000101-resize,chair|table|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003404_2014-05-20_16-04-18_094959634447_rgbf000100-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003405_2014-05-20_16-04-43_094959634447_rgbf000100-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003406_2014-05-20_16-05-09_094959634447_rgbf000100-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003407_2014-05-20_16-05-35_094959634447_rgbf000101-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003408_2014-05-21_09-11-41_094959634447_rgbf000101-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003409_2014-05-21_09-12-10_094959634447_rgbf000100-resize,chair|table,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003410_2014-05-21_09-12-33_094959634447_rgbf000101-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003411_2014-05-21_09-13-00_094959634447_rgbf000100-resize,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003412_2014-05-21_09-13-28_094959634447_rgbf000101-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003413_2014-05-21_09-14-10_094959634447_rgbf000099-resize,chair|table|window|door|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003414_2014-05-21_09-14-44_094959634447_rgbf000101-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003415_2014-05-21_09-46-52_094959634447_rgbf003158-resize,chair|table|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003416_2014-05-21_09-52-18_094959634447_rgbf000100-resize,chair,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003417_2014-05-21_09-52-40_094959634447_rgbf000101-resize,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003418_2014-05-21_09-54-13_094959634447_rgbf000100-resize,chair|window|desk|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003419_2014-05-21_09-54-33_094959634447_rgbf000100-resize,chair|table|window|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003420_2014-05-21_09-54-52_094959634447_rgbf000100-resize,chair|curtain|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003421_2014-05-21_09-55-18_094959634447_rgbf000100-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003422_2014-05-21_09-55-37_094959634447_rgbf000101-resize,chair|table|window|cabinet|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003423_2014-05-21_10-23-26_094959634447_rgbf002665-resize,chair|table|window|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003424_2014-05-21_10-29-25_094959634447_rgbf000544-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003425_2014-05-21_10-30-57_094959634447_rgbf002605-resize,chair|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003426_2014-05-21_10-35-30_094959634447_rgbf000101-resize,chair|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003427_2014-05-21_10-35-52_094959634447_rgbf000100-resize,shelf|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003428_2014-05-21_10-36-17_094959634447_rgbf000101-resize,chair|table|door|bottle,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003429_2014-05-21_10-36-46_094959634447_rgbf000101-resize,chair|table|desk|paper,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003432_2014-05-21_10-37-54_094959634447_rgbf000101-resize,chair|table|counter,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003433_2014-05-21_10-45-00_094959634447_rgbf004216-resize,chair|table|window|curtain|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003434_2014-05-21_10-52-46_094959634447_rgbf003452-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003435_2014-05-21_10-58-40_094959634447_rgbf000102-resize,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003436_2014-05-21_10-58-59_094959634447_rgbf000101-resize,chair|table|window|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003437_2014-05-21_10-59-20_094959634447_rgbf000100-resize,chair|desk|paper|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003438_2014-05-21_10-59-44_094959634447_rgbf000101-resize,door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003439_2014-05-21_11-00-10_094959634447_rgbf000101-resize,chair|table|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003440_2014-05-21_11-00-37_094959634447_rgbf000099-resize,chair|table|window|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003441_2014-05-21_11-00-57_094959634447_rgbf000100-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003442_2014-05-21_11-58-50_094959634447_rgbf003064-resize,chair|table|window|door|light,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003443_2014-05-21_12-04-08_094959634447_rgbf000075-resize,chair|table|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003444_2014-05-21_12-05-44_094959634447_rgbf000100-resize,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003445_2014-05-21_12-06-03_094959634447_rgbf000100-resize,chair|window|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003446_2014-05-21_12-06-20_094959634447_rgbf000100-resize,chair|cabinet|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003447_2014-05-21_12-06-46_094959634447_rgbf000100-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003448_2014-05-21_12-07-05_094959634447_rgbf000100-resize,chair|table|shelf,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003449_2014-05-21_12-07-28_094959634447_rgbf000100-resize,chair|table|monitor,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003450_2014-05-21_12-07-49_094959634447_rgbf000100-resize,chair|window|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003451_2014-05-21_12-43-14_094959634447_rgbf004260-resize,chair|table|window,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003452_2014-05-21_12-50-32_094959634447_rgbf000101-resize,chair|table|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003453_2014-05-21_12-50-54_094959634447_rgbf000101-resize,chair|door|desk,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003454_2014-05-21_12-51-18_094959634447_rgbf000100-resize,chair|table|door,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003455_2014-05-21_12-51-40_094959634447_rgbf000100-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003456_2014-05-21_12-52-11_094959634447_rgbf000100-resize,chair|door|desk|box,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003457_2014-05-21_12-52-39_094959634447_rgbf000101-resize,chair|table|door|cabinet,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003458_2014-05-21_12-53-01_094959634447_rgbf000100-resize,chair|table|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003459_2014-05-21_12-53-24_094959634447_rgbf000100-resize,chair|desk|curtain,SceneType-3stage
Stage 3 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003460_2014-05-21_13-10-28_094959634447_rgbf003816-resize,chair|table|desk,SceneType-3stage
